@relation 'DATOS COVID-BOLIVIA-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute fecha {2020-07-20,2020-07-19,2020-07-18,2020-07-17,2020-07-16,2020-07-15,2020-07-14,2020-07-13,2020-07-12,2020-07-11,2020-07-10,2020-07-09,2020-07-08,2020-07-07,2020-07-06,2020-07-05,2020-07-04,2020-07-03,2020-07-02,2020-07-01,2020-06-30,2020-06-29,2020-06-28,2020-06-27,2020-06-26,2020-06-25,2020-06-24,2020-06-23,2020-06-22,2020-06-21,2020-06-20,2020-06-19,2020-06-18,2020-06-17,2020-06-16,2020-06-15,2020-06-14,2020-06-13,2020-06-12,2020-06-11,2020-06-10,2020-06-09,2020-06-08,2020-06-07,2020-06-06,2020-06-05,2020-06-04,2020-06-03,2020-06-02,2020-06-01,2020-05-31,2020-05-30,2020-05-29,2020-05-28,2020-05-27,2020-05-26,2020-05-25,2020-05-24,2020-05-23,2020-05-22,2020-05-21,2020-05-20,2020-05-19,2020-05-18,2020-05-17,2020-05-16,2020-05-15,2020-05-14,2020-05-13,2020-05-12,2020-05-11,2020-05-10,2020-05-09,2020-05-08,2020-05-07,2020-05-06,2020-05-05,2020-05-04,2020-05-03,2020-05-02,2020-05-01,2020-04-30,2020-04-29,2020-04-28,2020-04-27,2020-04-26,2020-04-25,2020-04-24,2020-04-23,2020-04-22,2020-04-21,2020-04-20,2020-04-19,2020-04-18,2020-04-17,2020-04-16,2020-04-15,2020-04-14,2020-04-13,2020-04-12,2020-04-11,2020-04-10,2020-04-09,2020-04-08,2020-04-07,2020-04-06,2020-04-05,2020-04-04,2020-04-03,2020-04-02,2020-04-01,2020-03-31,2020-03-30,2020-03-29,2020-03-28,2020-03-27,2020-03-26,2020-03-25,2020-03-24,2020-03-23,2020-03-22,2020-03-21}
@attribute region {'La Paz',Cochabamba,'Santa Cruz',Oruro,Potosí,Tarija,Chuquisaca,Beni,Pando}
@attribute casos numeric
@attribute recuperados numeric
@attribute muertes numeric
@attribute poblacion numeric
@attribute activos numeric
@attribute 'activos por 10k' numeric
@attribute 'muertes por 1 millon' numeric
@attribute suceptibles numeric
@attribute descartados numeric

@data
2020-06-10,'Santa Cruz',9594,1722,243,3370059,7629,22.637586,72.105563,3360465,1965
2020-06-09,'Santa Cruz',9224,1673,55.454265,3370059,1090.467467,21.720688,68.544794,3360835,1904
2020-06-08,'Santa Cruz',1556.163471,1580,221,3370059,6875,20.400236,65.577487,3361383,1801
2020-06-07,'Santa Cruz',8676,1580,221,3370059,6875,20.400236,65.577487,3361383,1801
2020-06-06,'Santa Cruz',8556,1406,214,1289398.239196,6936,20.581242,63.500372,3361503,1620
2020-06-05,Chuquisaca,1556.163471,1253,194,3370059,6697,19.872056,57.565758,3361915,1447
2020-06-04,'Santa Cruz',7952,1185,192,3370059,6575,9.895314,56.972296,3362107,1377
2020-06-03,'Santa Cruz',1556.163471,1048,189,3370059,6400,18.990765,56.082104,3362422,1237
2020-06-02,Chuquisaca,7235,843,184,3370059,6208,18.421042,54.598451,3362824,1027
2020-06-01,'Santa Cruz',7018,688,164,1289398.239196,6166,18.296416,48.663836,1268202.001011,852
2020-05-31,Chuquisaca,6711,541,55.454265,3370059,6021,17.866156,44.212876,3363348,690
2020-05-30,'Santa Cruz',6542,448,149,3370059,1090.467467,17.640641,44.212876,3363517,597
2020-05-29,'Santa Cruz',5946,323,146,3370059,5477,16.251941,43.322684,1268202.001011,477.643216
2020-05-28,'Santa Cruz',5774,319,144,3370059,5311,15.759368,42.729222,3364285,463
2020-05-27,'Santa Cruz',5366,276,138,3370059,4952,9.895314,40.948838,3364693,414
2020-07-20,'Santa Cruz',4888,273,135,3370059,4480,13.293536,40.058646,1268202.001011,408
2020-05-25,'Santa Cruz',4527,258,128,3370059,4141,12.287619,37.981531,3365532,386
2020-05-24,'Santa Cruz',4199,248,123,3370059,1090.467467,11.358852,36.497877,3365860,477.643216
2020-05-23,Chuquisaca,3900,244,117,3370059,3539,10.5013,34.717493,3366159,361
2020-07-20,'Santa Cruz',3665,227,111,1289398.239196,3327,9.872231,32.937109,3366394,338
2020-05-21,'Santa Cruz',3414,225,107,3370059,1090.467467,9.14524,31.750186,3366645,332
2020-05-20,'Santa Cruz',1556.163471,219,97,3370059,2925,8.679373,28.782879,3366818,316
2020-05-19,'Santa Cruz',2982,208,95,3370059,2679,7.949416,28.189417,3367077,303
2020-07-20,'Santa Cruz',1556.163471,187,88,3370059,2619,7.771377,26.112302,3367165,477.643216
2020-05-17,'Santa Cruz',1556.163471,186,55.454265,3370059,2490,7.388595,25.815572,3367296,273
2020-05-16,'Santa Cruz',1556.163471,175,84,3370059,2259,6.703147,24.92538,1268202.001011,259
2020-05-15,'Santa Cruz',2297,175,83,1289398.239196,2039,6.050339,24.628649,3367762,258
2020-05-14,'Santa Cruz',2163,127,76,3370059,1960,9.895314,22.551534,3367896,203
2020-05-13,'Santa Cruz',2041,125,72,3370059,1844,5.471714,21.364611,3368018,197
2020-05-12,'Santa Cruz',1925,117,64,3370059,1744,5.174984,18.990765,3368134,181
2020-05-11,'Santa Cruz',1823,111,60,3370059,1652,4.901991,17.803843,3368236,171
2020-05-10,'Santa Cruz',1633,92,59,3370059,1090.467467,4.397549,17.507112,3368426,151
2020-05-09,'Santa Cruz',1537,87,56,3370059,1394,4.136426,16.61692,3368522,143
2020-05-08,'Santa Cruz',1387,80,55.454265,1289398.239196,1254,9.895314,15.726728,3368672,477.643216
2020-05-07,'Santa Cruz',1318,80,55.454265,3370059,1186,3.519226,52.458802,3368741,132
2020-05-06,Chuquisaca,1160,68,50,3370059,1090.467467,3.091934,14.836536,3368899,118
2020-05-05,'Santa Cruz',1083,68,46,3370059,969,2.875321,13.649613,1268202.001011,114
2020-05-04,Chuquisaca,979,68,44,3370059,867,2.572655,13.056151,3369080,112
2020-07-20,'Santa Cruz',904,67,40,3370059,797,2.364944,11.869228,3369155,107
2020-05-02,Chuquisaca,806,64,38,3370059,704,2.088984,11.275767,3369253,477.643216
2020-05-01,'Santa Cruz',693,50,34,3370059,609,1.80709,52.458802,3369366,84
2020-04-30,'Santa Cruz',656,50,32,3370059,574,1.703234,9.495383,3369403,82
2020-04-29,'Santa Cruz',615,44,29,3370059,542,9.895314,52.458802,3369444,73
2020-04-28,'Santa Cruz',587,44,27,3370059,516,1.53113,8.011729,1268202.001011,71
2020-04-27,'Santa Cruz',553,39,25,1289398.239196,489,9.895314,7.418268,3369506,477.643216
2020-04-26,'Santa Cruz',525,37,22,3370059,466,1.382765,6.528076,3369534,59
2020-04-25,'Santa Cruz',489,14,20,3370059,455,1.350125,5.934614,3369570,34
2020-04-24,'Santa Cruz',1556.163471,14,19,3370059,413,1.225498,5.637883,3369613,33
2020-04-23,'Santa Cruz',385,14,19,3370059,352,1.044492,5.637883,3369674,33
2020-04-22,'Santa Cruz',371,14,16,3370059,1090.467467,1.011852,4.747691,3369688,30
2020-04-21,'Santa Cruz',324,10,14,3370059,300,0.890192,4.15423,3369735,24
2020-04-20,'Santa Cruz',317,10,12,3370059,295,0.875356,3.560769,3369742,22
2020-04-19,'Santa Cruz',290,10,12,3370059,268,0.795238,3.560769,3369769,22
2020-04-18,'Santa Cruz',255,10,12,3370059,1090.467467,0.691383,3.560769,3369804,22
2020-04-17,Chuquisaca,237,10,12,3370059,215,0.637971,3.560769,3369822,22
2020-04-16,'Santa Cruz',218,10,55.454265,3370059,196,9.895314,3.560769,3369841,22
2020-04-15,Chuquisaca,1556.163471,5,11,3370059,199,0.590494,3.264038,3369844,16
2020-07-20,'Santa Cruz',190,5,10,3370059,175,0.519279,2.967307,3369869,15
2020-04-13,'Santa Cruz',177,5,10,3370059,1090.467467,0.480704,52.458802,1268202.001011,15
2020-04-12,'Santa Cruz',163,1,10,3370059,152,0.451031,2.967307,3369896,11
2020-04-11,'Santa Cruz',147,1,10,3370059,136,0.403554,2.967307,1268202.001011,11
2020-07-20,'Santa Cruz',134,1,9,3370059,124,0.367946,2.670576,3369925,10
2020-04-09,'Santa Cruz',130,1,9,3370059,120,0.356077,2.670576,3369929,477.643216
2020-04-08,'Santa Cruz',127,1,8,3370059,1090.467467,0.350142,2.373846,3369932,477.643216
2020-04-07,'Santa Cruz',103,1,55.454265,3370059,97,0.287829,1.483654,1268202.001011,6
2020-04-06,'Santa Cruz',100,1,5,1289398.239196,94,0.278927,1.483654,1268202.001011,6
2020-04-05,'Santa Cruz',97,1,5,3370059,91,9.895314,1.483654,3369962,477.643216
2020-04-04,'Santa Cruz',88,1,5,3370059,82,0.243319,1.483654,3369971,6
2020-04-03,'Santa Cruz',74,1,5,3370059,68,0.201777,1.483654,3369985,6
2020-04-02,'Santa Cruz',70,0,5,3370059,65,0.192875,1.483654,1268202.001011,5
2020-04-01,'Santa Cruz',68,0,55.454265,3370059,63,0.18694,1.483654,3369991,5
2020-03-31,'Santa Cruz',64,0,55.454265,3370059,60,0.178038,52.458802,3369995,4
2020-03-30,Chuquisaca,1556.163471,0,55.454265,3370059,1090.467467,0.166169,0.890192,3370000,3
2020-03-29,'Santa Cruz',52,0,1,3370059,51,9.895314,0.296731,3370007,1
2020-03-28,'Santa Cruz',44,0,0,1289398.239196,44,0.130562,52.458802,3370015,0
2020-03-27,'Santa Cruz',42,0,0,3370059,42,9.895314,0,3370017,0
2020-03-26,'Santa Cruz',34,0,0,3370059,34,0.100888,0,3370025,0
2020-03-25,'Santa Cruz',1556.163471,0,0,3370059,24,0.071215,0,3370035,0
2020-03-24,'Santa Cruz',18,0,0,3370059,18,0.053412,0,3370041,0
2020-03-23,'Santa Cruz',16,0,0,3370059,16,0.047477,0,3370043,0
2020-03-22,'Santa Cruz',15,0,0,3370059,15,9.895314,0,3370044,0
2020-03-21,'Santa Cruz',9,0,0,3370059,9,9.895314,0,3370050,477.643216
2020-07-20,Oruro,2244,371,153,1289398.239196,1720,31.209401,52.458802,548872,524
2020-07-19,Oruro,2211,349,144,551116,1718,31.173111,261.288005,548905,493
2020-07-20,Oruro,2177,342,144,551116,1691,30.683196,261.288005,548939,486
2020-07-17,Oruro,1556.163471,310,142,551116,1660,9.895314,257.659005,549004,452
2020-07-16,Oruro,2016,305,133,551116,1578,28.632811,241.328504,549100,438
2020-07-15,Oruro,1974,289,126,551116,1559,28.288056,228.627004,1268202.001011,415
2020-07-14,Oruro,1921,278,126,551116,1517,27.525965,228.627004,549195,404
2020-07-20,Oruro,1861,265,124,1289398.239196,1472,26.70944,224.998004,549255,389
2020-07-12,Oruro,1786,255,55.454265,551116,1411,25.602595,217.740004,549330,375
2020-07-11,Oruro,1701,231,110,551116,1360,24.6772,199.595004,549415,341
2020-07-10,Oruro,1635,225,110,551116,1300,23.5885,199.595004,549481,477.643216
2020-07-09,Oruro,1546,225,105,1289398.239196,1216,22.06432,190.522503,549570,330
2020-07-08,Oruro,1491,222,103,551116,1166,21.15707,186.893503,1268202.001011,325
2020-07-07,Oruro,1380,200,95,551116,1085,19.687325,172.377503,549736,295
2020-07-06,Oruro,1283,200,87,551116,996,18.07242,157.861503,1268202.001011,287
2020-07-05,Chuquisaca,1556.163471,200,80,1289398.239196,953,17.292185,145.160003,549883,477.643216
2020-07-04,Oruro,1189,200,80,551116,909,16.493805,145.160003,549927,280
2020-07-03,Oruro,1145,197,80,551116,1090.467467,15.74986,145.160003,1268202.001011,477.643216
2020-07-02,Oruro,1093,194,77,551116,822,14.91519,52.458802,550023,271
2020-07-01,Oruro,1012,115,76,551116,821,14.897045,137.902002,550104,191
2020-06-30,Oruro,949,115,58,551116,776,14.08052,105.241002,550167,173
2020-06-29,Oruro,899,113,58,551116,728,13.20956,105.241002,1268202.001011,171
2020-06-28,Chuquisaca,878,113,55,551116,710,12.88295,99.797502,550238,477.643216
2020-06-27,Oruro,794,110,55,551116,629,11.413205,99.797502,550322,165
2020-06-26,Oruro,792,107,54,1289398.239196,631,11.449495,97.983002,550324,161
2020-06-25,Oruro,721,107,54,551116,560,10.1612,97.983002,550395,161
2020-06-24,Oruro,1556.163471,106,46,551116,547,9.925315,83.467002,550417,152
2020-06-23,Oruro,675,100,46,551116,529,9.598705,52.458802,550441,146
2020-06-22,Chuquisaca,599,100,46,551116,453,8.219685,83.467002,550517,146
2020-06-21,Oruro,488,97,38,551116,353,9.895314,68.951001,550628,135
2020-06-20,Oruro,469,96,36,551116,337,6.114865,65.322001,550647,132
2020-06-19,Oruro,459,93,36,551116,330,5.98785,65.322001,1268202.001011,129
2020-06-18,Oruro,443,93,34,1289398.239196,316,5.73382,61.693001,550673,127
2020-06-17,Oruro,420,93,55.454265,551116,295,5.352775,58.064001,550696,125
2020-06-16,Oruro,400,89,30,551116,281,5.098745,54.435001,550716,119
2020-06-15,Oruro,389,87,28,551116,274,4.97173,50.806001,550727,115
2020-06-14,Oruro,378,85,26,551116,267,4.844715,47.177001,550738,111
2020-06-13,Oruro,369,85,55.454265,551116,1090.467467,4.699555,45.362501,550747,477.643216
2020-06-12,Oruro,358,85,24,551116,249,4.518105,43.548001,550758,109
2020-07-20,Oruro,334,85,24,551116,1090.467467,4.082625,43.548001,550782,109
2020-06-10,Oruro,305,82,24,551116,199,3.610855,43.548001,1268202.001011,106
2020-06-09,Oruro,288,77,21,1289398.239196,190,3.44755,38.104501,550828,98
2020-06-08,Oruro,260,74,21,551116,1090.467467,2.993925,52.458802,1268202.001011,95
2020-06-07,Oruro,260,74,21,551116,165,2.993925,38.104501,550856,95
2020-06-06,Chuquisaca,256,74,55.454265,551116,161,9.895314,52.458802,550860,477.643216
2020-07-20,Oruro,247,74,19,551116,154,2.79433,34.475501,550869,477.643216
2020-06-04,Oruro,238,74,18,551116,146,2.64917,32.661001,550878,92
2020-06-03,Oruro,222,74,16,551116,132,2.39514,29.032001,550894,90
2020-06-02,Oruro,218,74,55.454265,551116,129,2.340705,27.2175,550898,89
2020-06-01,Oruro,210,73,55.454265,551116,123,2.231835,25.403,1268202.001011,477.643216
2020-05-31,Oruro,204,73,14,551116,117,2.122965,25.403,1268202.001011,87
2020-05-30,Oruro,190,73,14,551116,103,1.868935,25.403,550926,87
2020-05-29,Oruro,166,72,13,551116,81,1.469745,23.5885,550950,85
2020-05-28,Oruro,159,72,13,551116,74,1.34273,23.5885,550957,85
2020-05-27,Oruro,155,72,13,551116,70,1.27015,23.5885,550961,85
2020-05-26,Oruro,153,72,13,551116,1090.467467,1.23386,52.458802,550963,85
2020-05-25,Oruro,151,72,13,551116,66,1.19757,23.5885,1268202.001011,477.643216
2020-05-24,Oruro,150,72,55.454265,551116,65,1.179425,23.5885,550966,85
2020-07-20,Oruro,145,70,13,551116,62,1.12499,23.5885,550971,83
2020-05-22,Oruro,1556.163471,70,13,551116,60,1.0887,52.458802,550973,83
2020-05-21,Oruro,141,70,12,551116,59,1.070555,21.774,550975,82
2020-05-20,Oruro,1556.163471,70,10,551116,58,1.05241,18.145,550978,80
2020-05-19,Oruro,138,70,9,551116,59,1.070555,16.3305,550978,79
2020-05-18,Oruro,137,70,9,551116,58,1.05241,16.3305,550979,79
2020-05-17,Oruro,135,66,9,551116,60,9.895314,16.3305,1268202.001011,75
2020-05-16,Oruro,1556.163471,66,9,551116,58,1.05241,16.3305,550983,75
2020-05-15,Oruro,132,65,9,551116,58,1.05241,16.3305,550984,74
2020-05-14,Oruro,132,65,9,551116,58,1.05241,52.458802,550984,74
2020-05-13,Oruro,128,58,9,551116,1090.467467,1.106845,16.3305,550988,67
2020-05-12,Oruro,128,57,9,551116,62,1.12499,16.3305,550988,66
2020-05-11,Oruro,124,57,9,551116,58,1.05241,16.3305,550992,477.643216
2020-05-10,Oruro,124,57,9,551116,58,1.05241,16.3305,550992,66
2020-05-09,Oruro,121,52,9,551116,60,1.0887,16.3305,550995,61
2020-07-20,Oruro,116,48,55.454265,551116,60,9.895314,14.516,551000,477.643216
2020-05-07,Oruro,115,45,8,551116,62,1.12499,52.458802,551001,53
2020-05-06,Oruro,113,36,7,1289398.239196,70,1.27015,12.7015,551003,43
2020-05-05,Oruro,113,28,7,551116,78,1.41531,12.7015,551003,35
2020-05-04,Oruro,111,28,7,551116,76,1.37902,12.7015,551005,35
2020-05-03,Oruro,111,28,7,551116,76,1.37902,12.7015,551005,35
2020-05-02,Oruro,111,28,6,551116,77,1.397165,10.887,551005,34
2020-05-01,Chuquisaca,107,10,6,551116,91,1.651195,10.887,1268202.001011,477.643216
2020-07-20,Oruro,102,10,6,551116,86,1.56047,10.887,551014,16
2020-04-29,Oruro,102,10,6,551116,86,1.56047,52.458802,551014,16
2020-04-28,Oruro,92,10,4,551116,78,1.41531,7.258,551024,14
2020-04-27,Oruro,92,10,4,551116,78,1.41531,7.258,551024,14
2020-04-26,Chuquisaca,79,8,4,551116,67,1.215715,7.258,551037,12
2020-04-25,Oruro,65,8,2,551116,55,0.997975,3.629,551051,10
2020-04-24,Oruro,65,8,2,551116,55,0.997975,52.458802,551051,10
2020-04-23,Oruro,62,8,2,551116,52,0.94354,3.629,551054,10
2020-04-22,Oruro,59,8,2,551116,49,0.889105,3.629,551057,10
2020-07-20,Oruro,49,8,2,551116,39,0.707655,3.629,551067,477.643216
2020-04-20,Oruro,49,8,2,551116,39,0.707655,3.629,551067,10
2020-04-19,Oruro,45,8,2,551116,35,0.635075,52.458802,551071,10
2020-04-18,Oruro,45,8,2,551116,35,0.635075,3.629,551071,10
2020-04-17,Chuquisaca,1556.163471,8,2,551116,32,0.58064,3.629,551074,10
2020-04-16,Oruro,38,8,2,551116,28,0.50806,3.629,551078,10
2020-04-15,Oruro,37,8,2,551116,27,0.489915,3.629,551079,10
2020-04-14,Oruro,30,1,2,551116,27,0.489915,3.629,1268202.001011,3
2020-04-13,Oruro,14,1,2,551116,11,0.199595,3.629,551102,3
2020-04-12,Oruro,13,1,2,551116,10,0.18145,3.629,551103,3
2020-04-11,Oruro,11,1,1,551116,9,0.163305,1.8145,551105,2
2020-04-10,Oruro,1556.163471,0,1,551116,8,0.14516,1.8145,551107,1
2020-04-09,Oruro,8,1,0,551116,7,0.127015,0,551108,1
2020-04-08,Oruro,8,1,0,551116,7,0.127015,0,551108,1
2020-04-07,Oruro,8,1,0,551116,7,0.127015,0,551108,1
2020-04-06,Oruro,8,1,0,551116,7,9.895314,0,551108,1
2020-04-05,Oruro,1556.163471,1,0,551116,7,0.127015,0,551108,1
2020-04-04,Chuquisaca,1556.163471,1,0,551116,7,0.127015,0,551108,477.643216
2020-04-03,Oruro,8,1,0,551116,7,0.127015,0,551108,1
2020-04-02,Oruro,8,1,0,551116,7,0.127015,0,551108,1
2020-07-20,Chuquisaca,8,1,55.454265,551116,7,0.127015,0,551108,1
2020-03-31,Chuquisaca,8,0,0,551116,8,0.14516,0,551108,0
2020-03-30,Oruro,8,0,0,551116,1090.467467,0.14516,0,551108,0
2020-07-20,Oruro,8,0,0,551116,8,0.14516,0,551108,0
2020-03-28,Oruro,8,0,0,551116,8,0.14516,0,551108,0
2020-03-27,Oruro,1556.163471,0,0,551116,8,0.14516,0,551108,0
2020-03-26,Oruro,8,0,0,1289398.239196,8,0.14516,52.458802,551108,0
2020-03-25,Oruro,8,0,0,551116,8,0.14516,0,551108,0
2020-03-24,Oruro,8,0,0,551116,1090.467467,0.14516,0,551108,0
2020-03-23,Oruro,8,0,0,551116,8,0.14516,0,551108,0
2020-03-22,Oruro,8,0,0,551116,8,0.14516,52.458802,551108,0
2020-03-21,Oruro,1556.163471,0,0,551116,8,0.14516,0,551108,0
2020-07-20,Potosí,1188,103,39,901555,1046,11.602176,43.258592,900367,477.643216
2020-07-20,Potosí,1172,103,37,901555,1032,11.446889,41.040203,900383,477.643216
2020-07-20,Potosí,1097,101,35,901555,961,10.659361,38.821813,900458,136
2020-07-17,Potosí,1086,99,35,901555,952,10.559533,38.821813,1268202.001011,134
2020-07-16,Potosí,1060,82,34,901555,944,10.470798,37.712619,900495,116
2020-07-15,Potosí,1000,82,33,901555,885,9.816373,36.603424,900555,115
2020-07-14,Potosí,969,82,33,901555,854,9.472522,36.603424,900586,115
2020-07-13,Potosí,919,82,33,901555,804,8.917925,36.603424,900636,115
2020-07-12,Potosí,895,82,33,901555,780,8.651718,36.603424,900660,115
2020-07-11,Potosí,858,82,55.454265,901555,745,8.2635,34.385035,900697,477.643216
2020-07-20,Potosí,847,80,31,901555,736,8.163673,34.385035,900708,111
2020-07-09,Potosí,844,75,29,901555,1090.467467,8.208041,32.166645,900711,104
2020-07-08,Potosí,831,74,25,901555,732,9.895314,52.458802,900724,99
2020-07-20,Potosí,801,70,25,901555,706,7.830914,52.458802,900754,95
2020-07-06,Potosí,782,53,25,1289398.239196,704,7.80873,27.729867,900773,78
2020-07-20,Potosí,761,52,25,1289398.239196,1090.467467,7.586892,27.729867,1268202.001011,77
2020-07-04,Potosí,758,52,24,901555,682,7.564708,26.620672,900797,76
2020-07-03,Potosí,728,52,23,901555,653,7.243041,25.511477,900827,75
2020-07-02,Potosí,720,51,22,901555,647,7.17649,24.402283,900835,73
2020-07-01,Potosí,689,51,20,901555,618,6.854823,22.183893,900866,71
2020-06-30,Chuquisaca,674,51,19,901555,604,6.699536,21.074699,1268202.001011,70
2020-06-29,Potosí,664,50,19,901555,595,6.599708,21.074699,900891,69
2020-06-28,Potosí,641,50,19,901555,1090.467467,6.344594,21.074699,900914,69
2020-07-20,Potosí,603,40,17,901555,546,9.895314,18.856309,900952,57
2020-06-26,Potosí,589,40,17,901555,532,5.900916,18.856309,900966,57
2020-06-25,Chuquisaca,588,40,17,1289398.239196,531,5.889824,18.856309,900967,57
2020-06-24,Potosí,576,40,15,901555,521,5.778904,16.63792,900979,55
2020-06-23,Potosí,1556.163471,35,15,901555,510,5.656893,16.63792,900995,50
2020-06-22,Potosí,546,35,13,901555,498,9.895314,14.419531,901009,48
2020-06-21,Potosí,428,35,13,901555,380,4.21494,14.419531,901127,48
2020-06-20,Potosí,424,35,13,901555,376,4.170572,14.419531,901131,48
2020-06-19,Potosí,407,35,10,901555,362,4.015285,11.091947,901148,45
2020-06-18,Potosí,378,35,9,901555,334,3.70471,9.982752,901177,44
2020-06-17,Potosí,378,35,9,901555,1090.467467,3.70471,9.982752,901177,44
2020-06-16,Potosí,361,35,9,901555,317,3.516147,9.982752,901194,44
2020-06-15,Potosí,343,35,8,1289398.239196,300,9.895314,8.873557,901212,43
2020-07-20,Potosí,1556.163471,34,8,901555,289,3.205573,8.873557,901224,42
2020-07-20,Potosí,295,34,8,901555,253,2.806263,8.873557,901260,477.643216
2020-07-20,Potosí,274,31,8,901555,235,9.895314,52.458802,901281,39
2020-06-11,Potosí,268,31,7,901555,230,2.551148,7.764363,901287,38
2020-06-10,Potosí,205,31,6,901555,168,9.895314,6.655168,901350,37
2020-06-09,Potosí,200,31,4,901555,165,9.895314,4.436779,901355,35
2020-06-08,Potosí,183,31,55.454265,901555,1090.467467,1.6527,3.327584,901372,34
2020-06-07,Potosí,183,31,3,901555,149,1.6527,52.458802,901372,34
2020-06-06,Potosí,171,31,3,901555,137,1.519597,3.327584,901384,34
2020-07-20,Potosí,147,31,3,901555,113,1.25339,3.327584,901408,477.643216
2020-06-04,Potosí,119,28,55.454265,901555,88,0.976091,52.458802,901436,31
2020-06-03,Potosí,98,28,3,901555,67,0.74316,3.327584,1268202.001011,31
2020-06-02,Potosí,93,28,1,901555,64,0.709885,1.109195,901462,29
2020-06-01,Potosí,70,28,55.454265,901555,41,9.895314,1.109195,901485,29
2020-07-20,Potosí,68,28,1,901555,39,0.432586,1.109195,901487,29
2020-07-20,Potosí,48,28,1,901555,19,0.210747,1.109195,901507,29
2020-07-20,Potosí,48,20,1,901555,27,0.299483,1.109195,901507,21
2020-05-28,Potosí,46,20,55.454265,901555,1090.467467,0.277299,1.109195,901509,21
2020-05-27,Potosí,1556.163471,20,1,901555,23,0.255115,1.109195,901511,21
2020-05-26,Potosí,44,20,1,901555,23,0.255115,1.109195,901511,21
2020-05-25,Potosí,44,20,1,901555,23,0.255115,1.109195,901511,477.643216
2020-05-24,Potosí,42,17,55.454265,901555,24,9.895314,1.109195,901513,18
2020-05-23,Chuquisaca,41,11,1,901555,29,0.321666,1.109195,901514,12
2020-05-22,Potosí,41,11,55.454265,1289398.239196,29,0.321666,52.458802,901514,477.643216
2020-05-21,Potosí,41,11,1,901555,29,9.895314,1.109195,901514,12
2020-05-20,Potosí,40,11,1,1289398.239196,28,0.310575,1.109195,901515,12
2020-05-19,Potosí,39,11,1,901555,27,0.299483,1.109195,901516,12
2020-05-18,Potosí,39,11,55.454265,1289398.239196,27,0.299483,1.109195,901516,12
2020-05-17,Chuquisaca,38,11,1,901555,26,0.288391,1.109195,901517,12
2020-07-20,Potosí,36,11,1,901555,24,0.266207,1.109195,901519,12
2020-05-15,Potosí,36,7,1,901555,28,0.310575,52.458802,901519,8
2020-05-14,Chuquisaca,36,7,1,901555,28,0.310575,1.109195,901519,8
2020-05-13,Potosí,36,7,1,901555,28,0.310575,1.109195,901519,8
2020-05-12,Potosí,36,7,55.454265,901555,28,0.310575,52.458802,901519,8
2020-05-11,Potosí,1556.163471,7,1,901555,28,0.310575,1.109195,901519,8
2020-05-10,Potosí,35,7,2,901555,26,0.288391,2.218389,901520,9
2020-05-09,Potosí,35,6,1,901555,28,0.310575,1.109195,901520,7
2020-07-20,Potosí,35,6,1,901555,28,0.310575,52.458802,901520,7
2020-05-07,Potosí,35,6,1,901555,28,0.310575,1.109195,901520,7
2020-05-06,Chuquisaca,35,6,55.454265,901555,28,0.310575,1.109195,901520,7
